ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER, SALES ,ORDERDATE,DAYS_SINCE_LAST_ORDER,STATUS,PRODUCTLINE,MSRP,SPV,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10107,35,166.24,2," 5,818.40 ",20/05/2023,322,Shipped,Classic Cars,207.00,-40.76,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10271,35,47.62,7," 1,666.70 ",20/05/2023,322,Shipped,Trucks and Buses,54.00,-6.38,S32_2509,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10107,35,76.61,15," 2,681.35 ",06/05/2023,336,Shipped,Classic Cars,79.00,-2.39,S12_3990,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10262,35,71.07,7," 2,487.45 ",24/04/2023,348,Cancelled,Planes,74.00,-2.93,S700_4002,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10250,35,111.69,11," 3,909.15 ",11/03/2023,392,Shipped,Planes,99.00,12.69,S700_2466,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium
10248,35,90.37,8," 3,162.95 ",07/03/2023,396,Cancelled,Ships,99.00,-8.63,S700_3962,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10246,35,48.70,7," 1,704.50 ",05/03/2023,398,Shipped,Trucks and Buses,54.00,-5.30,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10232,35,82.43,2," 2,885.05 ",20/01/2023,442,Shipped,Ships,99.00,-16.57,S700_3962,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Small
10225,35,150.29,14," 5,260.15 ",22/12/2022,471,Shipped,Classic Cars,148.00,2.29,S18_4721,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10219,35,55.19,4," 1,931.65 ",10/12/2022,483,Shipped,Trucks and Buses,54.00,1.19,S32_2509,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small
10217,35,61.38,2," 2,148.30 ",04/12/2022,489,Shipped,Trucks and Buses,60.00,1.38,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10107,35,173.58,3," 6,075.30 ",29/11/2022,494,Shipped,Classic Cars,214.00,-40.42,S10_1949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium
10211,35,78.00,5," 2,730.00 ",15/11/2022,508,Shipped,Classic Cars,80.00,-2.00,S18_3278,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10208,35,122.89,7," 4,301.15 ",02/11/2022,521,Shipped,Ships,122.00,0.89,S24_2011,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10204,35,163.88,15," 5,735.80 ",02/10/2022,552,Shipped,Classic Cars,141.00,22.88,S18_3685,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10196,35,101.85,3," 3,564.75 ",26/09/2022,558,Shipped,Trains,100.00,1.85,S18_3259,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium
10197,35,93.35,11," 3,267.25 ",26/09/2022,558,Shipped,Ships,99.00,-5.65,S700_3962,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium
10195,35,103.09,9," 3,608.15 ",25/09/2022,559,Shipped,Trucks and Buses,122.00,-18.91,S18_2319,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Medium
10180,35,72.03,6," 2,521.05 ",11/09/2022,573,Shipped,Motorcycles,69.00,3.03,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small
10177,35,74.60,8," 2,611.00 ",07/09/2022,577,Shipped,Vintage Cars,87.00,-12.40,S18_4522,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Small
10171,35,128.80,2," 4,508.00 ",05/09/2022,579,Shipped,Classic Cars,141.00,-12.20,S18_1129,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10171,35,133.72,1," 4,680.20 ",05/09/2022,579,Shipped,Classic Cars,142.00,-8.28,S18_1984,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10173,35,33.23,11," 1,163.05 ",05/09/2022,579,Shipped,Vintage Cars,41.00,-7.77,S24_3969,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small
10107,35,132.55,13," 4,639.25 ",04/09/2022,580,Shipped,Motorcycles,150.00,-17.45,S12_2823,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10152,35,129.26,1," 4,524.10 ",25/07/2022,621,Shipped,Classic Cars,143.00,-13.74,S18_4027,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium
10134,35,93.54,3," 3,273.90 ",01/05/2022,706,Shipped,Motorcycles,112.00,-18.46,S24_1578,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium
10131,35,67.14,5," 2,349.90 ",16/04/2022,721,Shipped,Planes,68.00,-0.86,S24_2841,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Small
10122,35,49.74,16," 1,740.90 ",08/03/2022,760,Shipped,Motorcycles,62.00,-12.26,S18_3782,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small
10120,35,98.05,1," 3,431.75 ",01/03/2022,767,Shipped,Motorcycles,112.00,-13.95,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10119,35,87.62,13," 3,066.70 ",28/02/2022,768,Shipped,Vintage Cars,88.00,-0.38,S24_3151,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium
10119,35,90.57,10," 3,169.95 ",28/02/2022,768,Shipped,Vintage Cars,83.00,7.57,S24_3816,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium
10108,35,58.87,15," 2,060.45 ",03/01/2022,824,Shipped,Motorcycles,69.00,-10.13,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Small
10104,35,55.49,6," 1,942.15 ",01/12/2021,857,Shipped,Classic Cars,57.00,-1.51,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10104,35,47.62,11," 1,666.70 ",01/12/2021,857,Shipped,Trucks and Buses,54.00,-6.38,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10107,35,112.00,10," 3,920.00 ",29/11/2021,859,Shipped,Trucks and Buses,116.00,-4.00,S18_1097,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
10103,35,57.46,14," 2,011.10 ",29/11/2021,859,Shipped,Vintage Cars,62.00,-4.54,S18_2957,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small
10420,36,63.57,4," 2,288.52 ",29/03/2024,8,In Process,Vintage Cars,60.00,3.57,S18_2248,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small
10420,36,57.73,7," 2,078.28 ",29/03/2024,8,In Process,Classic Cars,71.00,-13.27,S18_4933,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small
10417,36,61.18,6," 2,202.48 ",13/03/2024,24,Disputed,Motorcycles,60.00,1.18,S18_2625,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10107,36,241.05,2," 8,677.80 ",05/03/2024,32,Shipped,Classic Cars,207.00,34.05,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Large
10403,36,52.22,1," 1,879.92 ",08/02/2024,58,Shipped,Motorcycles,62.00,-9.78,S18_3782,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small
10398,36,108.62,7," 3,910.32 ",30/01/2024,67,Shipped,Ships,90.00,18.62,S700_2047,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10398,36,87.36,12," 3,144.96 ",30/01/2024,67,Shipped,Planes,74.00,13.36,S700_4002,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10397,36,105.27,2," 3,789.72 ",28/01/2024,69,Shipped,Ships,99.00,6.27,S700_3962,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium
10394,36,62.77,3," 2,259.72 ",15/01/2024,82,Shipped,Trucks and Buses,54.00,8.77,S32_2509,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10392,36,112.11,1," 4,035.96 ",10/01/2024,87,Shipped,Vintage Cars,99.00,13.11,S18_3320,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Medium
10390,36,93.77,14," 3,375.72 ",04/01/2024,93,Shipped,Classic Cars,141.00,-47.23,S18_1129,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10390,36,141.11,2," 5,079.96 ",04/01/2024,93,Shipped,Motorcycles,62.00,79.11,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10107,36,70.26,7," 2,529.36 ",03/01/2024,94,Shipped,Classic Cars,79.00,-8.74,S12_3990,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small
10380,36,37.50,6," 1,350.00 ",16/12/2023,112,Shipped,Classic Cars,90.00,-52.50,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10377,36,120.91,6," 4,352.76 ",09/12/2023,119,Shipped,Classic Cars,142.00,-21.09,S18_1984,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium
10367,36,139.40,2," 5,018.40 ",12/11/2023,146,Resolved,Classic Cars,37.00,102.40,S24_2972,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10359,36,176.63,3," 6,358.68 ",15/10/2023,174,Shipped,Trucks and Buses,54.00,122.63,S32_2509,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10358,36,82.94,4," 2,985.84 ",10/10/2023,179,Shipped,Classic Cars,35.00,47.94,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10358,36,157.49,2," 5,669.64 ",10/10/2023,179,Shipped,Trucks and Buses,64.00,93.49,S32_3522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10355,36,38.52,4," 1,386.72 ",07/10/2023,182,Shipped,Classic Cars,37.00,1.52,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10349,36,37.13,3," 1,336.68 ",01/10/2023,188,Shipped,Classic Cars,35.00,2.13,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small
10107,36,93.56,10," 3,368.16 ",24/09/2023,195,Shipped,Classic Cars,79.00,14.56,S12_3990,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium
10343,36,162.47,4," 5,848.92 ",24/09/2023,195,Shipped,Classic Cars,124.00,38.47,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10337,36,157.76,3," 5,679.36 ",21/09/2023,198,Shipped,Classic Cars,143.00,14.76,S18_4027,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium
10337,36,70.30,9," 2,530.80 ",21/09/2023,198,Shipped,Ships,86.00,-15.70,S700_1938,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Small
10337,36,71.89,7," 2,588.04 ",21/09/2023,198,Shipped,Ships,99.00,-27.11,S700_3962,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Small
10322,36,161.04,2," 5,797.44 ",04/09/2023,215,Shipped,Vintage Cars,168.00,-6.96,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium
10315,36,100.06,7," 3,602.16 ",29/08/2023,221,Shipped,Vintage Cars,87.00,13.06,S18_4522,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10107,36,192.05,4," 6,913.80 ",22/08/2023,228,Shipped,Classic Cars,173.00,19.05,S12_3891,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium
10310,36,43.05,17," 1,549.80 ",16/08/2023,234,Shipped,Motorcycles,40.00,3.05,S32_2206,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Small
10305,36,133.78,8," 4,816.08 ",13/08/2023,237,Shipped,Trucks and Buses,122.00,11.78,S18_2319,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10305,36,128.93,1," 4,641.48 ",13/08/2023,237,Shipped,Classic Cars,118.00,10.93,S24_4048,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10304,36,73.04,2," 2,629.44 ",11/08/2023,239,Shipped,Trucks and Buses,64.00,9.04,S32_3522,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Small
10296,36,157.69,7," 5,676.84 ",15/07/2023,266,Shipped,Planes,157.00,0.69,S18_1662,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Medium
10288,36,66.14,11," 2,381.04 ",01/07/2023,280,Shipped,Classic Cars,73.00,-6.86,S24_1046,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10287,36,162.57,5," 5,852.52 ",30/06/2023,281,Shipped,Classic Cars,169.00,-6.43,S18_3232,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,36,39.65,6," 1,427.40 ",30/06/2023,281,Shipped,Classic Cars,37.00,2.65,S24_2972,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Small
10287,36,119.37,7," 4,297.32 ",30/06/2023,281,Shipped,Classic Cars,140.00,-20.63,S24_3856,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10107,36,113.88,6," 4,099.68 ",27/06/2023,284,Shipped,Motorcycles,95.00,18.88,S10_1678,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10282,36,115.97,3," 4,174.92 ",20/06/2023,291,Shipped,Trains,100.00,15.97,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10282,36,59.65,9," 2,147.40 ",20/06/2023,291,Shipped,Trains,62.00,-2.35,S32_3207,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10281,36,77.57,12," 2,792.52 ",19/06/2023,292,Shipped,Trucks and Buses,64.00,13.57,S32_3522,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small
10107,36,191.72,3," 6,901.92 ",23/05/2023,319,Shipped,Motorcycles,193.00,-1.28,S10_4698,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10267,36,75.55,1," 2,719.80 ",07/05/2023,335,Shipped,Classic Cars,71.00,4.55,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Small
10266,36,144.35,2," 5,196.60 ",06/05/2023,336,Shipped,Classic Cars,124.00,20.35,S18_1589,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10261,36,125.35,8," 4,512.60 ",17/04/2023,355,Shipped,Ships,122.00,3.35,S24_2011,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10252,36,48.28,6," 1,738.08 ",26/03/2023,377,Shipped,Motorcycles,40.00,8.28,S32_2206,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10250,36,51.93,8," 1,869.48 ",11/03/2023,392,Shipped,Vintage Cars,43.00,8.93,S50_1341,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small
10248,36,71.34,6," 2,568.24 ",07/03/2023,396,Cancelled,Ships,66.00,5.34,S700_1138,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10246,36,198.13,9," 7,132.68 ",05/03/2023,398,Shipped,Classic Cars,169.00,29.13,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large
10244,36,84.33,5," 3,035.88 ",01/03/2023,402,Shipped,Vintage Cars,99.00,-14.67,S18_3320,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10236,36,87.60,3," 3,153.60 ",03/02/2023,428,Shipped,Motorcycles,76.00,11.60,S24_2000,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
10233,36,70.67,3," 2,544.12 ",29/01/2023,433,Shipped,Ships,66.00,4.67,S700_1138,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Small
10230,36,54.33,6," 1,955.88 ",15/01/2023,447,Shipped,Classic Cars,57.00,-2.67,S24_1444,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Small
10107,36,125.61,1," 4,521.96 ",11/01/2023,451,Shipped,Trucks and Buses,118.00,7.61,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10226,36,43.27,3," 1,557.72 ",26/12/2022,467,Shipped,Classic Cars,50.00,-6.73,S24_1628,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10222,36,80.95,13," 2,914.20 ",19/12/2022,474,Shipped,Ships,72.00,8.95,S700_2610,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10222,36,63.34,18," 2,280.24 ",19/12/2022,474,Shipped,Ships,54.00,9.34,S72_3212,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10107,36,132.55,13," 4,771.80 ",15/11/2022,508,Shipped,Motorcycles,150.00,-17.45,S12_2823,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10206,36,58.82,2," 2,117.52 ",05/10/2022,549,Shipped,Trucks and Buses,64.00,-5.18,S32_3522,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10205,36,103.77,2," 3,735.72 ",03/10/2022,551,Shipped,Vintage Cars,102.00,1.77,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10191,36,94.88,6," 3,415.68 ",20/09/2022,564,Shipped,Classic Cars,80.00,14.88,S18_3278,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10186,36,85.54,8," 3,079.44 ",14/09/2022,570,Shipped,Vintage Cars,83.00,2.54,S24_3816,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Medium
10107,36,124.37,11," 4,477.32 ",12/09/2022,572,Shipped,Classic Cars,115.00,9.37,S12_4675,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10182,36,109.52,11," 3,942.72 ",12/09/2022,572,Shipped,Vintage Cars,92.00,17.52,S18_4409,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10182,36,73.60,14," 2,649.60 ",12/09/2022,572,Shipped,Classic Cars,90.00,-16.40,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10176,36,153.67,5," 5,532.12 ",06/09/2022,578,Shipped,Classic Cars,143.00,10.67,S18_4027,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10171,36,35.49,4," 1,277.64 ",05/09/2022,579,Shipped,Classic Cars,37.00,-1.51,S24_2972,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Small
10107,36,63.84,3," 2,298.24 ",04/09/2022,580,Shipped,Classic Cars,79.00,-15.16,S12_3990,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10169,36,123.47,4," 4,444.92 ",04/09/2022,580,Shipped,Classic Cars,146.00,-22.53,S18_3482,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10107,36,96.66,1," 3,479.76 ",28/08/2022,587,Shipped,Motorcycles,95.00,1.66,S10_1678,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10168,36,125.77,8," 4,527.72 ",28/08/2022,587,Shipped,Planes,118.00,7.77,S700_2834,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10107,36,99.17,8," 3,570.12 ",21/08/2022,594,Resolved,Trucks and Buses,116.00,-16.83,S18_1097,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Medium
10161,36,154.00,10," 5,544.00 ",17/08/2022,598,Shipped,Classic Cars,141.00,13.00,S18_3685,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium
10154,36,64.33,1," 2,315.88 ",02/08/2022,613,Shipped,Ships,72.00,-7.67,S700_2610,Boards & Toys Co.,3105552373,4097 Douglas Av.,Glendale,92561,USA,Young,Leslie,Small
10149,36,33.19,7," 1,194.84 ",12/07/2022,634,Shipped,Vintage Cars,33.00,0.19,S24_1937,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small
10147,36,86.04,10," 3,097.44 ",05/07/2022,641,Shipped,Classic Cars,80.00,6.04,S18_3278,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Medium
10143,36,109.61,2," 3,945.96 ",10/06/2022,666,Shipped,Planes,91.00,18.61,S700_1691,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10140,36,114.30,6," 4,114.80 ",24/05/2022,683,Shipped,Classic Cars,101.00,13.30,S700_2824,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10136,36,146.52,1," 5,274.72 ",04/05/2022,703,Shipped,Classic Cars,142.00,4.52,S18_1984,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium
10124,36,85.59,7," 3,081.24 ",21/03/2022,747,Shipped,Vintage Cars,92.00,-6.41,S18_4409,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium
10118,36,117.20,1," 4,219.20 ",21/02/2022,775,Shipped,Ships,100.00,17.20,S700_3505,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium
10110,36,85.25,13," 3,069.00 ",18/01/2022,809,Shipped,Classic Cars,73.00,12.25,S24_1046,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
10107,36,103.64,3," 3,731.04 ",03/01/2022,824,Shipped,Classic Cars,115.00,-11.36,S12_4675,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium
10106,36,146.65,12," 5,279.40 ",17/12/2021,841,Shipped,Planes,157.00,-10.35,S18_1662,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium
10103,36,117.45,5," 4,228.20 ",29/11/2021,859,Shipped,Trucks and Buses,121.00,-3.55,S18_4600,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
10103,36,102.23,1," 3,680.28 ",29/11/2021,859,Shipped,Trucks and Buses,127.00,-24.77,S24_2300,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
